SPACECRAFT_CLOCK_START_COUNT,MISSION_NAME,INSTRUMENT_ID,DATA_SET_ID,IMAGE_ID,OBSERVATION_ID,PRODUCT_TYPE,TARGET_NAME,IMAGE_TIME,FILTER_NAME,FILTER_NUMBER,EXPOSURE_DURATION,GAIN_MODE_ID,FRAME_DURATION,OBSTRUCTION_ID,ORBIT_NUMBER,NTV_TIME_FROM_CLOSEST_APPROACH,NTV_SAT_TIME_FROM_CLOSEST_APR,PHASE_ANGLE,EMISSION_ANGLE,INCIDENCE_ANGLE,LOCAL_HOUR_ANGLE,TWIST_ANGLE,CONE_ANGLE,RIGHT_ASCENSION,DECLINATION,NORTH_AZIMUTH,SMEAR_AZIMUTH,SMEAR_MAGNITUDE,HORIZONTAL_PIXEL_SCALE,VERTICAL_PIXEL_SCALE,SLANT_DISTANCE,LIGHT_SOURCE_LATITUDE,LIGHT_SOURCE_LONGITUDE,TARGET_CENTER_DISTANCE,CENTRAL_BODY_DISTANCE,SUB_SPACECRAFT_LATITUDE,SUB_SPACECRAFT_LONGITUDE,SUB_SOLAR_AZIMUTH,SUB_SOLAR_LATITUDE,SUB_SOLAR_LONGITUDE,SOLAR_DISTANCE,SUB_SPACECRAFT_LINE,SUB_SPACECRAFT_LINE_SAMPLE,CENTER_RING_RADIUS,VOLUME_ID,FILE_SPECIFICATION_NAME,COMPRESSION_TYPE,ENCODING_MIN_COMPRESSION_RATIO,ENCODING_MAX_COMPRESSION_RATIO,ENCODING_COMPRESSION_RATIO,PROCESSING_HISTORY_TEXT
3945302.65,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,G8G0003,G8GSMARIUS01,REDR,GANYMEDE,1997-05-07 14:56:11.867000+00:00,CLEAR,0,12.5,100K,8.667,NOT POSSIBLE,8,-000T20:45:52Z,-000T01:00:49Z,70.094,41.174,37.719,145.729,79.178,108.211,235.231,-25.577,87.092,-999,0.1,365.057,316.7,28654.6,-17.577,156.189,30686.42,1101451.0,1.969,189.184,150.951,-0.62,121.918,761417000,3131.736,5259.187,-999,GO_0019,G8/GANYMEDE/C0394530265R.IMG,INTEGER COSINE TRANSFORM,3.511,2.411,3.657,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5840605.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,29G0019,29GSCAPCOL01,REDR,GANYMEDE,2000-12-28 10:16:21.631000+00:00,GREEN,1,45.83,100K,60.667,NOT POSSIBLE,29,-000T17:09:41Z,000T01:51:21Z,2.763,53.635,51.952,158.567,255.287,169.983,65.048,22.987,294.6,-999,0.1,708.794,1147.78,67762.6,51.989,25.376,69356.73,1002600.0,2.402,7.107,95.775,2.897,4.995,755787000,3362.036,-144.065,-999,GO_0023,G29/GANYMEDE/C0584060500R.IMG,INTEGER COSINE TRANSFORM,3.603,2.541,4.49,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5840608.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,29G0021,29GSCAPCOL01,REDR,GANYMEDE,2000-12-28 10:19:23.631000+00:00,GREEN,1,45.83,100K,60.667,NOT POSSIBLE,29,-000T17:06:39Z,000T01:54:23Z,2.476,53.933,52.655,145.619,255.506,169.561,65.488,22.981,294.205,-999,0.1,708.704,1199.9,69664.3,46.757,38.714,71246.88,1000720.0,2.304,7.161,82.764,2.897,5.101,755787000,3339.434,541.127,-999,GO_0023,G29/GANYMEDE/C0584060800R.IMG,INTEGER COSINE TRANSFORM,2.967,2.279,3.72,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
4017010.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,C9G0010,C9GSGLOBAL01,REDR,GANYMEDE,1997-06-26 23:20:11.227000+00:00,CLEAR,0,6.25,40K,8.667,NOT POSSIBLE,9,-000T12:32:50Z,000T06:00:08Z,86.805,24.697,66.037,241.076,288.067,100.507,37.16,16.999,271.624,-999,0.1,2167.45,2082.65,199071.0,12.354,65.71,201467.8,932402.8,0.018,44.509,175.207,-0.394,131.047,758784000,1091.389,1252.347,-999,GO_0019,C9/GANYMEDE/C0401701000R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
4017010.13,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,C9G0011,C9GSGLOBAL01,REDR,GANYMEDE,1997-06-26 23:20:19.894000+00:00,CLEAR,0,6.25,40K,8.667,NOT POSSIBLE,9,-000T12:32:42Z,000T06:00:16Z,86.814,20.867,65.964,242.253,287.94,100.497,37.312,16.594,271.706,-999,0.1,2162.52,2021.18,199073.0,-0.921,65.085,201536.2,932347.9,0.018,44.505,181.707,-0.394,131.052,758784000,353.312,1258.487,-999,GO_0019,C9/GANYMEDE/C0401701013R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
4017010.26,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,C9G0012,C9GSGLOBAL01,REDR,GANYMEDE,1997-06-26 23:20:28.561000+00:00,CLEAR,0,6.25,40K,8.667,NOT POSSIBLE,9,-000T12:32:33Z,000T06:00:25Z,86.83,28.666,65.594,241.383,287.818,100.488,37.471,16.19,271.784,-999,0.1,2198.18,2140.22,199290.0,-18.042,66.673,201604.5,932293.1,0.018,44.5,190.095,-0.394,131.057,758784000,-387.825,1279.517,-999,GO_0019,C9/GANYMEDE/C0401701026R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
4017010.39,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,C9G0013,C9GSGLOBAL01,REDR,GANYMEDE,1997-06-26 23:20:37.230000+00:00,CLEAR,0,12.5,100K,8.667,NOT POSSIBLE,9,-000T12:32:24Z,000T06:00:34Z,86.578,31.616,86.182,265.63,288.249,100.915,36.684,17.085,271.577,-999,0.1,2025.1,2376.91,199424.0,31.218,45.767,201672.8,932238.3,0.018,44.496,179.201,-0.394,131.062,758784000,1474.374,507.129,-999,GO_0019,C9/GANYMEDE/C0401701039R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
4017010.52,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,C9G0014,C9GSGLOBAL01,REDR,GANYMEDE,1997-06-26 23:20:45.897000+00:00,CLEAR,0,12.5,100K,8.667,NOT POSSIBLE,9,-000T12:32:16Z,000T06:00:42Z,86.689,18.875,78.108,257.465,288.108,100.904,36.873,16.714,271.664,-999,0.1,2047.13,2115.03,199246.0,16.35,53.587,201741.2,932183.4,0.018,44.492,177.796,-0.394,131.067,758784000,771.719,586.782,-999,GO_0019,C9/GANYMEDE/C0401701052R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
4017010.65,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,C9G0015,C9GSGLOBAL01,REDR,GANYMEDE,1997-06-26 23:20:54.564000+00:00,CLEAR,0,12.5,40K,8.667,NOT POSSIBLE,9,-000T12:32:07Z,000T06:00:51Z,86.69,19.332,78.728,258.298,287.982,100.896,37.026,16.302,271.747,-999,0.1,2048.46,2121.23,199323.0,-17.241,52.758,201809.5,932128.7,0.018,44.488,184.788,-0.394,131.072,758784000,19.457,590.494,-999,GO_0019,C9/GANYMEDE/C0401701065R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
4017010.78,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,C9G0016,C9GSGLOBAL01,REDR,GANYMEDE,1997-06-26 23:21:03.230000+00:00,CLEAR,0,12.5,100K,8.667,NOT POSSIBLE,9,-000T12:31:58Z,000T06:01:00Z,86.583,36.889,88.119,267.847,287.863,100.885,37.153,15.858,271.831,-999,0.1,2028.56,2536.82,199767.0,-36.401,43.124,201877.8,932073.9,0.018,44.483,182.532,-0.394,131.077,758784000,-770.469,540.867,-999,GO_0019,C9/GANYMEDE/C0401701078R.IMG,BARC RATE CONTROL,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3899211.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,G7G0005,G7GSCATENA01,REDR,GANYMEDE,1997-04-05 06:12:22.900000+00:00,CLEAR,0,20.83,400K,15.166,NOT POSSIBLE,7,000T19:08:18Z,-000T00:58:37Z,65.974,34.511,80.744,102.508,80.048,104.254,236.112,-27.892,86.51,-999,0.1,569.683,659.825,27282.7,38.597,13.887,29490.61,1040577.0,8.551,2.968,185.122,-0.762,296.387,764026000,-2147.83,-645.032,-999,GO_0018,G7/GANYMEDE/C0389921100R.IMG,INTEGER COSINE TRANSFORM,8.453,3.918,21.634,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5840611.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,29G0023,29GSCAPCOL01,REDR,GANYMEDE,2000-12-28 10:22:25.631000+00:00,GREEN,1,45.83,100K,60.667,NOT POSSIBLE,29,-000T17:03:37Z,000T01:57:25Z,2.64,38.282,36.73,169.939,253.808,169.981,64.983,22.724,296.106,-999,0.1,738.854,905.436,71052.7,38.531,14.954,73137.77,998839.9,2.211,7.217,101.569,2.897,5.206,755787000,2511.248,-206.797,-999,GO_0023,G29/GANYMEDE/C0584061100R.IMG,INTEGER COSINE TRANSFORM,3.418,2.781,3.816,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3945312.66,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,G8G0004,G8GSRNGBAS01,REDR,GANYMEDE,1997-05-07 15:06:18.534000+00:00,CLEAR,0,12.5,100K,8.667,NOT POSSIBLE,8,-000T20:35:45Z,-000T00:50:42Z,72.763,56.853,35.383,155.464,78.262,105.482,231.863,-26.931,86.733,-999,0.1,394.451,323.871,24101.2,-27.011,146.812,25636.66,1096327.0,2.735,190.968,134.45,-0.62,122.271,761411000,5204.684,7416.97,-999,GO_0019,G8/GANYMEDE/C0394531266R.IMG,INTEGER COSINE TRANSFORM,3.318,2.425,3.802,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3945312.78,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,G8G0005,G8GSRNGBAS01,REDR,GANYMEDE,1997-05-07 15:06:27.200000+00:00,CLEAR,0,12.5,100K,8.667,NOT POSSIBLE,8,-000T20:35:36Z,-000T00:50:33Z,72.366,51.051,39.421,148.863,78.464,105.879,232.296,-27.028,86.687,-999,0.1,337.392,302.045,23826.5,-26.227,153.419,25564.68,1096253.0,2.748,190.997,141.477,-0.62,122.276,761410000,5211.802,6687.695,-999,GO_0019,G8/GANYMEDE/C0394531278R.IMG,INTEGER COSINE TRANSFORM,3.271,2.554,3.665,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5840614.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,29G0025,29GSCAPCOL01,REDR,GANYMEDE,2000-12-28 10:25:27.630000+00:00,GREEN,1,45.83,100K,60.667,NOT POSSIBLE,29,-000T17:00:35Z,000T02:00:27Z,2.334,37.303,36.337,158.141,253.89,169.564,65.4,22.705,295.856,-999,0.1,741.079,930.457,72917.9,33.669,26.011,75029.35,996960.3,2.122,7.276,84.426,2.897,5.312,755787000,2494.247,440.965,-999,GO_0023,G29/GANYMEDE/C0584061400R.IMG,INTEGER COSINE TRANSFORM,2.562,2.296,2.972,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3838815.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,E6G0020,E6GSGLOBAL02,REDR,GANYMEDE,1997-02-21 20:25:21.119000+00:00,CLEAR,0,12.5,100K,8.667,NOT POSSIBLE,6,000T23:30:20Z,000T03:58:16Z,61.984,0.73,62.55,240.892,292.661,124.096,4.568,0.569,272.746,-999,0.1,3601.19,3601.29,354701.0,2.788,263.692,357334.8,1174568.0,2.308,264.235,180.214,-0.945,326.15,766656000,805.785,513.79,-999,GO_0018,E6/GANYMEDE/C0383881500R.IMG,INTEGER COSINE TRANSFORM,9.678,5.435,80.503,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5840615.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,29G0026,29GSCAPCOL01,REDR,GANYMEDE,2000-12-28 10:26:24.672000+00:00,VIOLET,3,129.17,40K,30.333,NOT POSSIBLE,29,-000T16:59:38Z,000T02:01:24Z,2.293,37.127,36.242,158.074,254.126,169.559,65.45,22.694,295.601,-999,0.1,747.792,935.629,73515.8,32.751,27.271,75631.87,996363.1,2.105,7.302,81.868,2.897,5.345,755787000,2465.258,533.326,-999,GO_0023,G29/GANYMEDE/C0584061500R.IMG,INTEGER COSINE TRANSFORM,2.056,1.856,2.155,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3838815.13,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,E6G0021,E6GSGLOBAL02,REDR,GANYMEDE,1997-02-21 20:25:29.785000+00:00,CLEAR,0,12.5,100K,8.667,NOT POSSIBLE,6,000T23:30:28Z,000T03:58:24Z,62.002,0.0,62.002,241.93,292.38,124.08,4.744,0.195,273.026,-999,0.1,3602.15,3601.7,354744.0,2.308,264.225,357378.4,1174641.0,2.308,264.225,180.73,-0.945,326.155,766657000,96.136,521.265,-999,GO_0018,E6/GANYMEDE/C0383881513R.IMG,INTEGER COSINE TRANSFORM,7.747,4.517,14.191,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5840617.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,29G0027,29GSCAPCOL01,REDR,GANYMEDE,2000-12-28 10:28:29.630000+00:00,GREEN,1,45.83,100K,60.667,NOT POSSIBLE,29,-000T16:57:33Z,000T02:03:29Z,1.493,44.482,44.612,145.676,253.687,169.144,66.631,22.49,295.563,-999,0.1,918.125,935.247,75020.9,15.675,48.855,76921.68,995080.8,2.038,7.337,43.587,2.897,5.418,755787000,2515.703,2424.535,-999,GO_0023,G29/GANYMEDE/C0584061700R.IMG,INTEGER COSINE TRANSFORM,2.701,2.418,2.965,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3496320.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,G1G0001,G1GSGLOBAL01,REDR,GANYMEDE,1996-06-26 08:45:09.457000+00:00,RED,2,62.5,100K,60.667,NOT POSSIBLE,1,-001T15:46:52Z,-000T21:44:50Z,30.401,0.0,30.401,150.106,68.374,149.024,251.639,-16.347,104.344,-999,0.1,6738.28,6738.84,663734.0,-8.065,155.497,666367.8,1690134.0,-8.065,155.497,184.195,-1.873,125.604,778215000,271.123,475.621,-999,GO_0017,G1/GANYMEDE/C0349632000R.IMG,INTEGER COSINE TRANSFORM,6.554,4.257,25.393,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5840620.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,29G0029,29GSDARDAN01,REDR,GANYMEDE,2000-12-28 10:31:31.610000+00:00,CLEAR,0,6.25,100K,60.667,NOT POSSIBLE,29,-000T16:54:31Z,000T02:06:31Z,1.839,19.576,20.125,175.191,245.815,169.148,65.256,21.1,303.998,-999,0.1,795.087,803.508,76329.5,-16.888,9.253,78814.52,993201.7,1.958,7.401,314.955,2.897,5.523,755787000,-450.908,1100.661,-999,GO_0023,G29/GANYMEDE/C0584062000R.IMG,HUFFMAN,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3496320.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,G1G0001,G1GSGLOBAL01,REDR,GANYMEDE,1996-06-26 08:45:09.457000+00:00,RED,2,62.5,100K,60.667,NOT POSSIBLE,1,-001T15:46:52Z,-000T21:44:50Z,30.401,0.0,30.401,150.106,68.374,149.024,251.639,-16.347,104.344,-999,0.1,6738.28,6738.84,663734.0,-8.065,155.497,666367.8,1690134.0,-8.065,155.497,184.195,-1.873,125.604,778215000,271.123,475.621,-999,GO_0017,G1/GANYMEDE/C0349632000R.IMG,INTEGER COSINE TRANSFORM,6.554,4.257,25.393,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5840620.0,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,29G0029,29GSDARDAN01,REDR,GANYMEDE,2000-12-28 10:31:31.610000+00:00,CLEAR,0,6.25,100K,60.667,NOT POSSIBLE,29,-000T16:54:31Z,000T02:06:31Z,1.839,19.576,20.125,175.191,245.815,169.148,65.256,21.1,303.998,-999,0.1,795.087,803.508,76329.5,-16.888,9.253,78814.52,993201.7,1.958,7.401,314.955,2.897,5.523,755787000,-450.908,1100.661,-999,GO_0023,G29/GANYMEDE/C0584062000R.IMG,HUFFMAN,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5840621.01,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,29G0030,29GSDARDAN01,REDR,GANYMEDE,2000-12-28 10:32:32.277000+00:00,CLEAR,0,6.25,100K,60.667,NOT POSSIBLE,29,-000T16:53:30Z,000T02:07:32Z,1.464,30.912,31.605,164.586,245.754,168.757,65.669,20.937,303.894,-999,0.1,878.335,821.71,77175.9,-25.199,20.48,79445.7,992575.3,1.932,7.422,330.99,2.897,5.558,755787000,-486.219,1823.403,-999,GO_0023,G29/GANYMEDE/C0584062101R.IMG,HUFFMAN,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3945321.39,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,G8G0006,G8GSBUTOFC01,REDR,GANYMEDE,1997-05-07 15:15:07.204000+00:00,CLEAR,0,20.83,100K,8.667,NOT POSSIBLE,8,-000T20:26:56Z,-000T00:41:53Z,69.35,15.01,79.708,100.747,79.192,108.989,236.346,-24.375,87.512,-999,0.1,193.051,193.52,18702.2,13.636,201.831,21257.27,1091857.0,3.696,193.077,181.081,-0.62,122.578,761405000,-1916.93,-1753.29,-999,GO_0019,G8/GANYMEDE/C0394532139R.IMG,INTEGER COSINE TRANSFORM,4.22,3.797,4.403,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
3945321.52,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,G8G0007,G8GSBUTOFC01,REDR,GANYMEDE,1997-05-07 15:15:15.871000+00:00,CLEAR,0,20.83,100K,8.667,NOT POSSIBLE,8,-000T20:26:48Z,-000T00:41:45Z,68.953,17.653,82.848,97.519,79.373,109.385,236.771,-24.461,87.491,-999,0.1,194.971,193.18,18660.7,13.765,205.065,21185.72,1091784.0,3.715,193.118,180.475,-0.62,122.583,761405000,-1926.85,-2498.77,-999,GO_0019,G8/GANYMEDE/C0394532152R.IMG,INTEGER COSINE TRANSFORM,4.619,4.071,4.859,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
5840622.01,GALILEO,SSI,GO-J/JSA-SSI-2-REDR-V1.0,29G0031,29GSDARDAN01,REDR,GANYMEDE,2000-12-28 10:33:32.944000+00:00,CLEAR,0,6.25,100K,60.667,NOT POSSIBLE,29,-000T16:52:30Z,000T02:08:32Z,1.118,44.844,45.373,150.824,245.756,168.361,66.072,20.807,303.73,-999,0.1,1077.65,849.903,78189.3,-33.28,34.597,80076.97,991948.9,1.907,7.444,339.37,2.897,5.594,755787000,-477.264,2508.561,-999,GO_0023,G29/GANYMEDE/C0584062201R.IMG,HUFFMAN,0.0,0.0,0.0,"VICAR programs run: SSIMERGE,CATLABEL,BADLABELS."
